raza,estado,municipio,localidad,altitud,precipitacion,temperatura,color_grano,hileras_mazorca,longitud_promedio,cat_altitud,cat_temperatura,cat_precipitacion
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"chuniapan de arriba, el salto-chuniapan de arriba",159.0,1632,24,"['amarillo medio', 'amarillo naranja']",11.8,17.15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,"cerca de chalahuiapa, en el ejido de chalahuayapan",269.0,1348,23,['blanco cremoso'],9.4,18.18,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,colonia san francisco,632.0,1120,25,['blanco'],10,18.9,bajas,semi-caliente,abundantes
maíz raza olotillo,nayarit,santa maria del oro,san josé de mojarras,901.0,1094,22,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,tataltepec de valdes,arroyo arriba,541.0,1393,25,['blanco'],10,18.2,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,tataltepec de valdes,arroyo arriba,541.0,1393,25,['blanco'],10,17.8,bajas,caliente,muy abundantes
maíz raza olotillo,puebla,cuetzalan del progreso,tepetitán,347.0,2160,23,['blanco cremoso'],11.2,19.1,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,san lucas,"san lucas, antes el zapotal, aledaño a los ejidos san lucas y el zapotal",677.0,948,25,no disponible,no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,"san lucas, antes el zapotal, aledaño a los ejidos san lucas y el zapotal",677.0,948,25,no disponible,no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,san lucas,"san lucas, antes el zapotal, aledaño a los ejidos san lucas y el zapotal",677.0,948,25,['azul oscuro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tanquian de escobedo,buenavista,31.0,1129,24,['blanco cremoso'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tanquian de escobedo,buenavista,31.0,1129,24,['amarillo naranja'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,santa martha loxicha,759.0,986,24,no disponible,9.9,16.175,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,rio grande,380.0,1030,25,['blanco'],10,15.45,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,rio grande,380.0,1030,25,['blanco cremoso'],10.2,15.85,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,rio grande,380.0,1030,25,"['blanco cremoso', 'amarillo claro']",9.8,15.13,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"la candelaria, carretera catemaco-juan díaz covarrubias",481.0,1730,23,['blanco cremoso'],11.2,17.43,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"la candelaria, carretera catemaco-juan díaz covarrubias",481.0,1730,23,['blanco cremoso'],9.8,15.59,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,frontera comalapa,"villa de guadalupe, al interior de terreno ejidal; junto a la localidad nicolás bravo, junto a nicolás bravo cerca de colonia sinaloa",732.0,1355,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,frontera comalapa,"villa de guadalupe, al interior de terreno ejidal; junto a la localidad nicolás bravo, junto a nicolás bravo cerca de colonia sinaloa",732.0,1355,24,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,copanatoyac,la concepción,2026.0,1073,18,['amarillo claro'],9.2,18.2,altas,templada,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,cerro gigante,1051.0,929,23,['blanco cremoso'],10.1,20.18,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,atlixtac,mesones,1881.0,956,19,['blanco cremoso'],11.2,16.9,altas,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tatahuicapan de juarez,"tatahuicapan, cabecera municipal",113.0,1767,25,['rojo oscuro'],10.6,18.96,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,el comején,1127.0,954,21,['blanco'],9.9,16.05,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,santa maría tepexipana,688.0,1039,24,['blanco cremoso'],9.4,17.96,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,santa maría tepexipana,688.0,1039,24,"['blanco cremoso', 'amarillo claro']",8.8,18.665,bajas,semi-caliente,abundantes
maíz raza olotillo,san luis potosi,tampamolon corona,corona,98.0,1444,24,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampamolon corona,corona,98.0,1444,24,"['amarillo claro', 'rojo']",no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampamolon corona,corona,98.0,1444,24,no disponible,no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,tampamolon corona,corona,98.0,1444,24,['blanco'],12,17.7,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,zanja honda,204.0,1520,24,"['blanco', 'amarillo']",10,15,bajas,semi-caliente,muy abundantes
maíz raza olotillo,san luis potosi,san martin chalchicuautla,zanja honda,204.0,1520,24,"['amarillo', 'rojo naranja']",10,16,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san lucas ojitlan,san josé lagunas,84.0,2243,25,['blanco'],12,22,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,atoyac de alvarez,el cocuyachi,540.0,1360,24,['blanco cremoso'],10.8,19.2,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"la candelaria, carretera catemaco-juan díaz covarrubias",475.0,1730,23,['blanco cremoso'],11.8,17.27,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,"la candelaria, carretera catemaco-juan díaz covarrubias",475.0,1730,23,['blanco cremoso'],10.4,17.01,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,la lima,128.0,1174,24,['amarillo'],9.2,19.2,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,tantoyuca,la lima,128.0,1174,24,"['amarillo', 'amarillo naranja']",9.6,18.8,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,río machete,1118.0,1028,21,no disponible,10.15,15.5,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,río tejón,1024.0,988,23,no disponible,9.5,15.555,bajas,semi-caliente,abundantes
maíz raza olotillo,guerrero,atoyac de alvarez,santiago de la unión,824.0,1582,23,['blanco cremoso'],11.2,18.88,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,459.0,1733,23,['amarillo claro'],no disponible,no disponible,bajas,semi-caliente,muy abundantes
maíz raza olotillo,chiapas,amatenango del valle,amatenango del valle,1817.0,1259,17,['amarillo claro'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,chiapas,amatenango del valle,amatenango del valle,1817.0,1259,17,['blanco'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,chiapas,amatenango del valle,amatenango del valle,1817.0,1259,17,['blanco'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,chiapas,amatenango del valle,amatenango del valle,1817.0,1259,17,['blanco'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,chiapas,amatenango del valle,amatenango del valle,1817.0,1259,17,['blanco'],no disponible,no disponible,altas,fría,abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,el ocote,969.0,930,23,['amarillo medio'],9.9,21.375,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san pedro amuzgos,san pedro amuzgos,514.0,1539,26,['amarillo naranja'],11,10.5,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro amuzgos,san pedro amuzgos,514.0,1539,26,['blanco'],9.9,17.6,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san pedro amuzgos,san pedro amuzgos,514.0,1539,26,['azul oscuro'],9,18.1,bajas,caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,santa rosa cintepec,467.0,1705,23,['blanco cremoso'],10,17.6,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,hueyapan de ocampo,"la esperanza, camino santa rosa cintepec-juan díaz cobarruvias",172.0,1556,25,['blanco cremoso'],12.6,18.92,bajas,semi-caliente,muy abundantes
maíz raza olotillo,guerrero,chilpancingo de los bravo,mazatlan,1273.0,1063,22,['amarillo naranja'],10,16.7,mediana altitud,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,"magdalena loxicha, ladera del cerro aledaño",483.0,1031,25,['rojo oscuro'],10.6,14.92,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,"magdalena loxicha, ladera del cerro aledaño",483.0,1031,25,"['blanco', 'amarillo claro']",10.16,16.04,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san agustin loxicha,"magdalena loxicha, ladera del cerro aledaño",483.0,1031,25,['blanco cremoso'],9.9,15.15,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,el comején,1139.0,954,21,['amarillo medio'],9.25,14.38,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,526.0,1022,24,['blanco'],9.9,16.99,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de palma real,336.0,1529,23,['blanco cremoso'],9.4,16.27,bajas,semi-caliente,muy abundantes
maíz raza olotillo,puebla,ayotoxco de guerrero,gachupinate,210.0,1938,24,['amarillo claro'],9.75,14.7,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,catemaco,la candelaria,493.0,1730,23,['blanco cremoso'],9.6,14.66,bajas,semi-caliente,muy abundantes
maíz raza olotillo,veracruz de ignacio de la llave,papantla,"benito juárez, comunidad benito juárez",196.0,1631,23,"['blanco cremoso', 'amarillo claro']",12,18.33,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,san baltazar loxicha,llano tezute,552.0,992,24,no disponible,9.7,18.35,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,576.0,1023,24,no disponible,8.8,16.425,bajas,semi-caliente,abundantes
maíz raza olotillo,hidalgo,actopan,"huaxtho, el tablón",2010.0,424,16,['blanco cremoso'],10,18.62,altas,fría,escasas
maíz raza olotillo,oaxaca,san bartolome loxicha,llano arena,973.0,993,22,['blanco'],9.4,11.685,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,cerca de sesaltitla,276.0,1323,23,['blanco cremoso'],9.4,16.27,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,tlatlapango chico,318.0,1447,23,"['amarillo', 'rojo naranja', 'amarillo', 'rojo naranja']",10,17.8,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa cruz tututepec,412.0,1295,26,['blanco'],10,20,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa cruz tututepec,412.0,1295,26,['azul'],13,17.3,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa cruz tututepec,412.0,1295,26,['amarillo claro'],12,20.9,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa cruz tututepec,412.0,1295,26,['blanco'],9,18,bajas,caliente,abundantes
maíz raza olotillo,oaxaca,villa de tututepec,santa cruz tututepec,412.0,1295,26,['blanco'],10,18.4,bajas,caliente,abundantes
maíz raza olotillo,hidalgo,santiago de anaya,"hermosillo, monte noble (hermosillo), aledaño al ejido y amplación hermosillo",2090.0,445,15,['blanco cremoso'],12.8888888888889,16.9555555555556,altas,fría,escasas
maíz raza olotillo,oaxaca,santa maria tonameca,san antonio,23.0,1050,26,['blanco'],12,16.7,bajas,caliente,abundantes
maíz raza olotillo,guerrero,eduardo neri,la laguna,1945.0,1259,18,['blanco cremoso'],10.8,19.4,altas,templada,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,benito juarez,cerca de palma real,347.0,1532,23,['blanco cremoso'],9.2,15.68,bajas,semi-caliente,muy abundantes
maíz raza olotillo,oaxaca,santa catarina loxicha,la tixca,466.0,989,25,['blanco'],9.4,16.1,bajas,semi-caliente,abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,186.0,1061,25,['amarillo claro'],10.7,16.125,bajas,caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,san andres tuxtla,"coyoltepec, camino ejidal tilapan-río tuxtla",50.0,1402,25,['blanco cremoso'],11.4,14.99,bajas,caliente,muy abundantes
maíz raza olotillo,oaxaca,san bartolome loxicha,la chinilla,755.0,1037,22,['blanco cremoso'],9.88,17.36,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,chicontepec,tenexco,223.0,1339,23,['blanco cremoso'],9,16.01,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el paraje ocozocoautla,826.0,964,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,el paraje ocozocoautla,826.0,964,23,"['blanco', 'amarillo claro']",10,23,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,['blanco'],10,12.2,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,no disponible,no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,['blanco'],10,16,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,ocozocoautla de espinosa,ocozocoautla de espinosa,826.0,964,23,['rojo'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,veracruz de ignacio de la llave,ayahualulco,"cetlalpan, región capital",1463.0,1786,18,['blanco cremoso'],12,17.18,mediana altitud,fría,muy abundantes
maíz raza olotillo,oaxaca,candelaria loxicha,barrio coyote,160.0,1049,26,['blanco cremoso'],9.8,16.7,bajas,caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,['blanco'],11,14.2,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,['blanco'],12,15,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,"['blanco', 'amarillo claro']",10,15.7,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,"['blanco', 'amarillo claro']",10,17,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,venustiano carranza,768.0,1115,24,"['amarillo claro', 'azul oscuro']",no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,campeche,calkini,calkini,14.0,1141,26,"['blanco', 'amarillo claro']",10,15.4,bajas,caliente,abundantes
maíz raza olotillo,chiapas,villaflores,villa flores,559.0,1337,25,['blanco'],no disponible,no disponible,bajas,semi-caliente,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,la trinitaria,victorico r. grajales,1536.0,1376,18,['amarillo medio'],10,14,mediana altitud,templada,muy abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['amarillo claro'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,['blanco'],no disponible,no disponible,mediana altitud,fría,abundantes
maíz raza olotillo,chiapas,venustiano carranza,aguacatenango,1741.0,1253,17,no disponible,no disponible,no disponible,mediana altitud,fría,abundantes
